startTime:2020/12/23 8:57:29
toolVersion:1.0.7611.31201
PASS:18,FAIL:0,Total:108
Time:00:08:43
System,Band,Channel,CellPower,UEPower,Waveform,BW,SCS,UL RB Allocation,UL MCS,UL Modulation,DL RB Allocation,DL MCS,LTE Band,LTE Channel,LTE RB Allocation,LTE BW,LTE Modulation,TestCase,Item,MeasuredValue,LowLimit,UpLimit,Unit,Result
NR,n1,384500,-60,19.79,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,20,NR_64QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN1,18.44,99,0,dB,PASS
NR,n1,384500,-60,19.79,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,20,NR_64QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN2,35.18,99,0,dB,PASS
NR,n1,384500,-60,19.79,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,20,NR_64QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN3,38.86,99,0,dB,PASS
NR,n1,384500,-60,19.79,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,20,NR_64QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN4,26.18,99,0,dB,PASS
NR,n1,384500,-60,19.52,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,20,NR_64QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN1,18.79,99,0,dB,PASS
NR,n1,384500,-60,19.52,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,20,NR_64QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN2,16.56,99,0,dB,PASS
NR,n1,384500,-60,19.52,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,20,NR_64QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN3,29.79,99,0,dB,PASS
NR,n1,384500,-60,19.52,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,20,NR_64QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN4,20.33,99,0,dB,PASS
NR,n1,384500,-60,16.57,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN1,13.31,99,0,dB,PASS
NR,n1,384500,-60,16.57,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN2,36.65,99,0,dB,PASS
NR,n1,384500,-60,16.57,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN3,39.10,99,0,dB,PASS
NR,n1,384500,-60,16.57,CP,NR_5MHZ,SCS15,CP_Edge_1RB_Left:1@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN4,26.57,99,0,dB,PASS
NR,n1,384500,-60,16.45,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN1,24.88,99,0,dB,PASS
NR,n1,384500,-60,16.45,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN2,22.38,99,0,dB,PASS
NR,n1,384500,-60,16.45,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN3,34.91,99,0,dB,PASS
NR,n1,384500,-60,16.45,CP,NR_5MHZ,SCS15,CP_Outer_Full:25@0,27,NR_256QAM,NA,NA,NA,NA,NA,NA,NA,NR_6_5_2_2_Spectrum_Emission_Mask,SEM_MARGIN4,24.71,99,0,dB,PASS
